Municipality,Year,TotalUnits,TOWN_ID,Single-Family,Other,Multi-Family,Condo,Mobile Home
Swampscott,1999,5567,291,3359,721,981,506,0
Swampscott,2000,5574,291,3366,721,981,506,0
Swampscott,2001,5587,291,3375,725,981,506,0
Swampscott,2002,5609,291,3388,725,981,515,0
Swampscott,2003,5619,291,3391,726,981,521,0
Swampscott,2004,5636,291,3397,727,981,531,0
Swampscott,2005,5650,291,3405,729,983,533,0
Swampscott,2006,5659,291,3414,729,983,533,0
Swampscott,2007,5676,291,3426,731,983,536,0
Swampscott,2008,5682,291,3432,731,983,536,0
Swampscott,2009,5689,291,3436,734,983,536,0
Swampscott,2010,5692,291,3439,734,983,536,0
Swampscott,2011,5693,291,3440,734,983,536,0
Swampscott,2012,5707,291,3444,740,983,540,0
Swampscott,2013,5727,291,3449,740,983,555,0
Swampscott,2014,5742,291,3462,740,983,557,0
Swampscott,2015,5934,291,3463,924,983,564,0
Swampscott,2016,6031,291,3470,1008,983,570,0
Swampscott,2017,6040,291,3479,1008,983,570,0
Swampscott,2018,6089,291,3484,1008,985,612,0
Swampscott,2019,6096,291,3485,1008,985,618,0
Swampscott,2020,6153,291,3490,1026,985,652,0
Swampscott,2021,6154,291,3491,1026,985,652,0
Swampscott,2022,6154,291,3491,1026,985,652,0
Swampscott,2023,6154,291,3491,1026,985,652,0
Swampscott,2024,6154,291,3491,1026,985,652,0
Swampscott,2025,6154,291,3491,1026,985,652,0
Topsfield,1985,2064,298,1553,437,59,15,0
Topsfield,1986,2088,298,1574,440,59,15,0
Topsfield,1987,2151,298,1588,489,59,15,0
Topsfield,1988,2168,298,1599,495,59,15,0
Topsfield,1989,2180,298,1603,503,59,15,0
Topsfield,1990,2187,298,1610,503,59,15,0
Topsfield,1991,2193,298,1616,503,59,15,0
Topsfield,1992,2217,298,1640,503,59,15,0
Topsfield,1993,2230,298,1651,505,59,15,0
Topsfield,1994,2261,298,1681,506,59,15,0
Topsfield,1995,2274,298,1694,506,59,15,0
Topsfield,1996,2290,298,1710,506,59,15,0
Topsfield,1997,2311,298,1731,506,59,15,0
Topsfield,1998,2580,298,1754,752,59,15,0
Topsfield,1999,2630,298,1772,784,59,15,0
Topsfield,2000,2650,298,1786,790,59,15,0
Topsfield,2001,2654,298,1790,790,59,15,0
Topsfield,2002,2664,298,1800,790,59,15,0
Topsfield,2003,2671,298,1807,790,59,15,0
Topsfield,2004,2674,298,1810,790,59,15,0
Topsfield,2005,2706,298,1817,790,59,40,0
Topsfield,2006,2707,298,1818,790,59,40,0
Topsfield,2007,2718,298,1823,796,59,40,0
Topsfield,2008,2720,298,1825,796,59,40,0
Topsfield,2009,2728,298,1829,800,59,40,0
Topsfield,2010,2739,298,1836,801,62,40,0
Topsfield,2011,2747,298,1844,801,62,40,0
Topsfield,2012,2754,298,1851,801,62,40,0
Topsfield,2013,2794,298,1865,802,62,65,0
Topsfield,2014,2848,298,1868,803,62,115,0
Topsfield,2015,2849,298,1869,803,62,115,0
Topsfield,2016,2854,298,1874,803,62,115,0
Topsfield,2017,2856,298,1876,803,62,115,0
Topsfield,2018,2889,298,1879,803,62,145,0
Topsfield,2019,2892,298,1880,805,62,145,0
Topsfield,2020,2894,298,1882,805,62,145,0
Topsfield,2021,2896,298,1884,805,62,145,0
Topsfield,2022,2899,298,1887,805,62,145,0
Topsfield,2023,2899,298,1887,805,62,145,0
Topsfield,2024,2899,298,1887,805,62,145,0
Topsfield,2025,2899,298,1887,805,62,145,0
Wakefield,1985,10752,305,5518,2912,1715,607,0
Wakefield,1986,10789,305,5541,2924,1715,609,0
Wakefield,1987,10843,305,5581,2936,1715,611,0
Wakefield,1988,10877,305,5608,2943,1715,611,0
Wakefield,1989,10913,305,5638,2945,1717,613,0
Wakefield,1990,10919,305,5642,2947,1717,613,0
Wakefield,1991,10955,305,5668,2955,1719,613,0
Wakefield,1992,11019,305,5728,2955,1719,617,0
Wakefield,1993,11081,305,5776,2963,1719,623,0
Wakefield,1994,11121,305,5809,2964,1719,629,0
Wakefield,1995,11239,305,5878,3009,1719,633,0
Wakefield,1996,11269,305,5905,3010,1719,635,0
Wakefield,1997,11304,305,5931,3013,1723,637,0
Wakefield,1998,11351,305,5974,3017,1723,637,0
Wakefield,1999,11460,305,6017,3023,1723,697,0
Wakefield,2000,11525,305,6056,3023,1723,723,0
Wakefield,2001,11563,305,6084,3027,1725,727,0
Wakefield,2002,11638,305,6104,3033,1732,769,0
Wakefield,2003,11667,305,6116,3034,1732,785,0
Wakefield,2004,11721,305,6124,3042,1734,821,0
Wakefield,2005,11842,305,6141,3044,1734,923,0
Wakefield,2006,11890,305,6146,3073,1734,937,0
Wakefield,2007,12080,305,6159,3077,1738,1106,0
Wakefield,2008,12143,305,6179,3079,1740,1145,0
Wakefield,2009,12195,305,6199,3107,1740,1149,0
Wakefield,2010,12215,305,6204,3108,1744,1159,0
Wakefield,2011,12240,305,6218,3108,1748,1166,0
Wakefield,2012,12279,305,6229,3109,1752,1189,0
Wakefield,2013,12656,305,6254,3441,1752,1209,0
Wakefield,2014,12682,305,6263,3448,1754,1217,0
Wakefield,2015,12699,305,6272,3448,1756,1223,0
Wakefield,2016,12871,305,6281,3603,1758,1229,0
Wakefield,2017,12952,305,6291,3603,1760,1298,0
Wakefield,2018,13029,305,6301,3604,1760,1364,0
Wakefield,2019,13148,305,6345,3622,1760,1421,0
Wakefield,2020,13167,305,6353,3623,1760,1431,0
Wakefield,2021,13235,305,6364,3659,1762,1450,0
Wakefield,2022,13450,305,6371,3863,1762,1454,0
Wakefield,2023,13523,305,6379,3926,1764,1454,0
Wakefield,2024,13523,305,6379,3926,1764,1454,0
Wakefield,2025,13523,305,6379,3926,1764,1454,0
Walpole,1985,360,307,0,24,0,336,0
Walpole,1986,381,307,0,24,0,357,0
Walpole,1987,396,307,0,24,0,372,0
Walpole,1988,405,307,0,24,0,381,0
Walpole,1989,414,307,0,24,0,390,0
Walpole,1990,434,307,0,24,0,410,0
Walpole,1991,436,307,0,24,0,412,0
Walpole,1992,448,307,0,36,0,412,0
Walpole,1993,618,307,0,36,0,582,0
Walpole,1994,632,307,0,36,0,596,0
Walpole,1995,632,307,0,36,0,596,0
Walpole,1996,642,307,0,36,0,606,0
Walpole,1997,642,307,0,36,0,606,0
Walpole,1998,648,307,0,36,0,612,0
Walpole,1999,648,307,0,36,0,612,0
Walpole,2000,648,307,0,36,0,612,0
Walpole,2001,651,307,0,36,0,615,0
Walpole,2002,653,307,0,36,0,617,0
Walpole,2003,657,307,0,36,0,621,0
Walpole,2004,708,307,0,36,0,672,0
Walpole,2005,708,307,0,36,0,672,0
Walpole,2006,708,307,0,36,0,672,0
Walpole,2007,710,307,0,36,0,674,0
Walpole,2008,726,307,0,36,0,690,0
Walpole,2009,726,307,0,36,0,690,0
Walpole,2010,766,307,0,36,0,730,0
Walpole,2011,766,307,0,36,0,730,0
Walpole,2012,766,307,0,36,0,730,0
Walpole,2013,800,307,0,36,0,764,0
Walpole,2014,802,307,0,36,0,766,0
Walpole,2015,802,307,0,36,0,766,0
Walpole,2016,942,307,0,36,0,906,0
Walpole,2017,958,307,0,36,0,922,0
Walpole,2018,1015,307,0,36,0,979,0
Walpole,2019,1017,307,0,36,0,981,0
Walpole,2020,1017,307,0,36,0,981,0
Walpole,2021,1017,307,0,36,0,981,0
Walpole,2022,1017,307,0,36,0,981,0
Walpole,2023,1017,307,0,36,0,981,0
Walpole,2024,1017,307,0,36,0,981,0
Walpole,2025,1017,307,0,36,0,981,0
Waltham,1985,23466,308,7568,10553,3390,1955,0
Waltham,1986,23743,308,7639,10750,3390,1964,0
Waltham,1987,23925,308,7718,10826,3390,1991,0
Waltham,1988,24464,308,7763,11194,3394,2113,0
Waltham,1989,25159,308,7804,11701,3400,2254,0
Waltham,1990,25239,308,7857,11720,3402,2260,0
Waltham,1991,25284,308,7891,11725,3406,2262,0
Waltham,1992,25602,308,7969,11898,3408,2327,0
Waltham,1993,25718,308,8015,11903,3410,2390,0
Waltham,1994,25812,308,8079,11908,3410,2415,0
Waltham,1995,25878,308,8110,11922,3412,2434,0
Waltham,1996,26152,308,8122,12109,3412,2509,0
Waltham,1997,26200,308,8159,12111,3412,2518,0
Waltham,1998,26892,308,8204,12734,3416,2538,0
Waltham,1999,26961,308,8237,12758,3416,2550,0
Waltham,2000,27132,308,8280,12857,3416,2579,0
Waltham,2001,27189,308,8306,12861,3416,2606,0
Waltham,2002,27256,308,8329,12888,3416,2623,0
Waltham,2003,27694,308,8348,13245,3424,2677,0
Waltham,2004,27792,308,8382,13245,3424,2741,0
Waltham,2005,28218,308,8408,13520,3424,2866,0
Waltham,2006,28304,308,8450,13522,3426,2906,0
Waltham,2007,28366,308,8464,13525,3426,2951,0
Waltham,2008,28469,308,8488,13594,3426,2961,0
Waltham,2009,28813,308,8507,13600,3426,3280,0
Waltham,2010,28842,308,8524,13602,3426,3290,0
Waltham,2011,28885,308,8555,13604,3426,3300,0
Waltham,2012,28930,308,8573,13614,3428,3315,0
Waltham,2013,28963,308,8592,13617,3431,3323,0
Waltham,2014,29210,308,8613,13819,3431,3347,0
Waltham,2015,29612,308,8648,14160,3431,3373,0
Waltham,2016,29735,308,8669,14167,3434,3465,0
Waltham,2017,29823,308,8698,14206,3436,3483,0
Waltham,2018,30247,308,8738,14536,3438,3535,0
Waltham,2019,30595,308,8760,14807,3438,3590,0
Waltham,2020,30663,308,8796,14822,3442,3603,0
Waltham,2021,30922,308,8817,15036,3448,3621,0
Waltham,2022,30929,308,8823,15037,3448,3621,0
Waltham,2023,30929,308,8823,15037,3448,3621,0
Waltham,2024,30929,308,8823,15037,3448,3621,0
Waltham,2025,30929,308,8823,15037,3448,3621,0
Watertown,1985,15871,314,2812,3757,6276,3026,0
Watertown,1986,16017,314,2816,3760,6278,3163,0
Watertown,1987,16079,314,2820,3767,6278,3214,0
Watertown,1988,16090,314,2821,3767,6278,3224,0
Watertown,1989,16311,314,2821,3868,6278,3344,0
Watertown,1990,16318,314,2821,3868,6281,3348,0
Watertown,1991,16325,314,2821,3871,6283,3350,0
Watertown,1992,16340,314,2823,3871,6283,3363,0
Watertown,1993,16346,314,2824,3874,6283,3365,0
Watertown,1994,16362,314,2825,3875,6283,3379,0
Watertown,1995,16392,314,2826,3875,6283,3408,0
Watertown,1996,16409,314,2829,3877,6285,3418,0
Watertown,1997,16418,314,2834,3879,6285,3420,0
Watertown,1998,16426,314,2835,3884,6285,3422,0
Watertown,1999,16434,314,2836,3886,6285,3427,0
Watertown,2000,16441,314,2837,3886,6289,3429,0
Watertown,2001,16465,314,2840,3899,6291,3435,0
Watertown,2002,16498,314,2840,3908,6297,3453,0
Watertown,2003,16537,314,2841,3915,6302,3479,0
Watertown,2004,16692,314,2844,4055,6302,3491,0
Watertown,2005,16734,314,2849,4055,6307,3523,0
Watertown,2006,16844,314,2854,4068,6314,3608,0
Watertown,2007,17047,314,2854,4070,6320,3803,0
Watertown,2008,17053,314,2856,4070,6320,3807,0
Watertown,2009,17064,314,2857,4070,6324,3813,0
Watertown,2010,17090,314,2859,4090,6328,3813,0
Watertown,2011,17155,314,2861,4134,6330,3830,0
Watertown,2012,17296,314,2863,4269,6334,3830,0
Watertown,2013,17717,314,2866,4668,6336,3847,0
Watertown,2014,17827,314,2868,4759,6340,3860,0
Watertown,2015,18157,314,2872,5066,6346,3873,0
Watertown,2016,18249,314,2873,5128,6347,3901,0
Watertown,2017,18716,314,2875,5561,6347,3933,0
Watertown,2018,18846,314,2875,5661,6349,3961,0
Watertown,2019,18865,314,2876,5662,6349,3978,0
Watertown,2020,18927,314,2877,5662,6355,4033,0
Watertown,2021,19008,314,2877,5730,6364,4037,0
Watertown,2022,19049,314,2879,5767,6366,4037,0
Watertown,2023,19049,314,2879,5767,6366,4037,0
Watertown,2024,19049,314,2879,5767,6366,4037,0
Watertown,2025,19049,314,2879,5767,6366,4037,0
Wayland,1985,4,315,0,2,0,2,0
Wayland,1986,4,315,0,2,0,2,0
Wayland,1987,4,315,0,2,0,2,0
Wayland,1988,4,315,0,2,0,2,0
Wayland,1989,4,315,0,2,0,2,0
Wayland,1990,6,315,0,2,0,4,0
Wayland,1991,6,315,0,2,0,4,0
Wayland,1992,6,315,0,2,0,4,0
Wayland,1993,6,315,0,2,0,4,0
Wayland,1994,6,315,0,2,0,4,0
Wayland,1995,6,315,0,2,0,4,0
Wayland,1996,6,315,0,2,0,4,0
Wayland,1997,6,315,0,2,0,4,0
Wayland,1998,6,315,0,2,0,4,0
Wayland,1999,6,315,0,2,0,4,0
Wayland,2000,6,315,0,2,0,4,0
Wayland,2001,6,315,0,2,0,4,0
Wayland,2002,6,315,0,2,0,4,0
Wayland,2003,6,315,0,2,0,4,0
Wayland,2004,6,315,0,2,0,4,0
Wayland,2005,6,315,0,2,0,4,0
Wayland,2006,6,315,0,2,0,4,0
Wayland,2007,6,315,0,2,0,4,0
Wayland,2008,6,315,0,2,0,4,0
Wayland,2009,6,315,0,2,0,4,0
Wayland,2010,6,315,0,2,0,4,0
Wayland,2011,86,315,0,2,0,84,0
Wayland,2012,86,315,0,2,0,84,0
Wayland,2013,86,315,0,2,0,84,0
Wayland,2014,128,315,0,2,0,126,0
Wayland,2015,132,315,0,2,0,130,0
Wayland,2016,148,315,0,2,0,146,0
Wayland,2017,148,315,0,2,0,146,0
Wayland,2018,148,315,0,2,0,146,0
Wayland,2019,148,315,0,2,0,146,0
Wayland,2020,148,315,0,2,0,146,0
Wayland,2021,148,315,0,2,0,146,0
Wayland,2022,148,315,0,2,0,146,0
Wayland,2023,148,315,0,2,0,146,0
Wayland,2024,148,315,0,2,0,146,0
Wayland,2025,148,315,0,2,0,146,0
Wellesley,1985,6671,317,5717,307,242,405,0
Wellesley,1986,6709,317,5747,307,242,413,0
Wellesley,1987,6726,317,5764,307,242,413,0
Wellesley,1988,6766,317,5790,307,242,427,0
Wellesley,1989,6779,317,5803,307,242,427,0
Wellesley,1990,6795,317,5818,308,242,427,0
Wellesley,1991,6817,317,5840,308,242,427,0
Wellesley,1992,6847,317,5869,309,242,427,0
Wellesley,1993,6885,317,5907,309,242,427,0
Wellesley,1994,6904,317,5926,309,242,427,0
Wellesley,1995,6939,317,5958,310,244,427,0
Wellesley,1996,6970,317,5989,310,244,427,0
Wellesley,1997,6996,317,6015,310,244,427,0
Wellesley,1998,7027,317,6042,314,244,427,0
Wellesley,1999,7057,317,6065,314,244,434,0
Wellesley,2000,7086,317,6094,314,244,434,0
Wellesley,2001,7135,317,6143,314,244,434,0
Wellesley,2002,7173,317,6181,314,244,434,0
Wellesley,2003,7225,317,6216,314,244,451,0
Wellesley,2004,7292,317,6281,314,244,453,0
Wellesley,2005,7388,317,6357,330,244,457,0
Wellesley,2006,7451,317,6409,331,244,467,0
Wellesley,2007,7535,317,6463,331,244,497,0
Wellesley,2008,7592,317,6516,335,244,497,0
Wellesley,2009,7636,317,6558,335,244,499,0
Wellesley,2010,7695,317,6611,336,244,504,0
Wellesley,2011,7735,317,6647,336,244,508,0
Wellesley,2012,7798,317,6710,336,244,508,0
Wellesley,2013,7865,317,6777,336,244,508,0
Wellesley,2014,7931,317,6841,336,244,510,0
Wellesley,2015,8000,317,6910,336,244,510,0
Wellesley,2016,8115,317,7017,336,244,518,0
Wellesley,2017,8211,317,7101,338,244,528,0
Wellesley,2018,8261,317,7144,343,246,528,0
Wellesley,2019,8323,317,7195,354,246,528,0
Wellesley,2020,8356,317,7227,355,246,528,0
Wellesley,2021,8414,317,7281,359,246,528,0
Wellesley,2022,8491,317,7304,369,246,572,0
Wellesley,2023,8491,317,7304,369,246,572,0
Wellesley,2024,8491,317,7304,369,246,572,0
Wellesley,2025,8491,317,7304,369,246,572,0
Wenham,1985,1546,320,919,553,63,11,0
Wenham,1986,1554,320,927,553,63,11,0
Wenham,1987,1564,320,937,553,63,11,0
Wenham,1988,1566,320,939,553,63,11,0
Wenham,1989,1579,320,950,553,65,11,0
Wenham,1990,1663,320,953,630,65,15,0
Wenham,1991,1664,320,954,630,65,15,0
Wenham,1992,1673,320,963,630,65,15,0
Wenham,1993,1678,320,968,630,65,15,0
Wenham,1994,1683,320,973,630,65,15,0
Wenham,1995,1690,320,980,630,65,15,0
Wenham,1996,1694,320,984,630,65,15,0
Wenham,1997,1708,320,996,632,65,15,0
Wenham,1998,1727,320,1015,632,65,15,0
Wenham,1999,1736,320,1024,632,65,15,0
Wenham,2000,1772,320,1060,632,65,15,0
Wenham,2001,1777,320,1065,632,65,15,0
Wenham,2002,1781,320,1069,632,65,15,0
Wenham,2003,1791,320,1079,632,65,15,0
Wenham,2004,1798,320,1086,632,65,15,0
Wenham,2005,1800,320,1088,632,65,15,0
Wenham,2006,1804,320,1090,634,65,15,0
Wenham,2007,1833,320,1094,634,65,40,0
Wenham,2008,1834,320,1095,634,65,40,0
Wenham,2009,1836,320,1097,634,65,40,0
Wenham,2010,1838,320,1099,634,65,40,0
Wenham,2011,1840,320,1101,634,65,40,0
Wenham,2012,1844,320,1105,634,65,40,0
Wenham,2013,1849,320,1109,635,65,40,0
Wenham,2014,1852,320,1112,635,65,40,0
Wenham,2015,1872,320,1112,635,65,60,0
Wenham,2016,1876,320,1116,635,65,60,0
Wenham,2017,1879,320,1119,635,65,60,0
Wenham,2018,1881,320,1121,635,65,60,0
Wenham,2019,1892,320,1128,637,65,62,0
Wenham,2020,1923,320,1137,637,65,84,0
Wenham,2021,1925,320,1139,637,65,84,0
Wenham,2022,1925,320,1139,637,65,84,0
Wenham,2023,1925,320,1139,637,65,84,0
Wenham,2024,1925,320,1139,637,65,84,0
Wenham,2025,1925,320,1139,637,65,84,0
Weston,1985,310,333,0,6,0,304,0
Weston,1986,310,333,0,6,0,304,0
Weston,1987,310,333,0,6,0,304,0
Weston,1988,310,333,0,6,0,304,0
Weston,1989,310,333,0,6,0,304,0
Weston,1990,310,333,0,6,0,304,0
Weston,1991,310,333,0,6,0,304,0
Weston,1992,310,333,0,6,0,304,0
Weston,1993,310,333,0,6,0,304,0
Weston,1994,310,333,0,6,0,304,0
Weston,1995,310,333,0,6,0,304,0
Weston,1996,334,333,0,6,0,328,0
Weston,1997,334,333,0,6,0,328,0
Weston,1998,334,333,0,6,0,328,0
Weston,1999,336,333,0,6,0,330,0
Weston,2000,336,333,0,6,0,330,0
Weston,2001,354,333,0,6,0,348,0
Weston,2002,354,333,0,6,0,348,0
Weston,2003,354,333,0,6,0,348,0
Weston,2004,354,333,0,6,0,348,0
Weston,2005,378,333,0,6,0,372,0
Weston,2006,378,333,0,6,0,372,0
Weston,2007,378,333,0,6,0,372,0
Weston,2008,378,333,0,6,0,372,0
Weston,2009,378,333,0,6,0,372,0
Weston,2010,378,333,0,6,0,372,0
Weston,2011,378,333,0,6,0,372,0
Weston,2012,378,333,0,6,0,372,0
Weston,2013,378,333,0,6,0,372,0
Weston,2014,378,333,0,6,0,372,0
Weston,2015,447,333,0,6,0,441,0
Weston,2016,447,333,0,6,0,441,0
Weston,2017,447,333,0,6,0,441,0
Weston,2018,447,333,0,6,0,441,0
Weston,2019,447,333,0,6,0,441,0
Weston,2020,447,333,0,6,0,441,0
Weston,2021,447,333,0,6,0,441,0
Weston,2022,447,333,0,6,0,441,0
Weston,2023,447,333,0,6,0,441,0
Weston,2024,447,333,0,6,0,441,0
Weston,2025,447,333,0,6,0,441,0
Westwood,1985,4,335,0,0,0,4,0
Westwood,1986,4,335,0,0,0,4,0
Westwood,1987,4,335,0,0,0,4,0
Westwood,1988,4,335,0,0,0,4,0
Westwood,1989,4,335,0,0,0,4,0
Westwood,1990,4,335,0,0,0,4,0
Westwood,1991,4,335,0,0,0,4,0
Westwood,1992,4,335,0,0,0,4,0
Westwood,1993,4,335,0,0,0,4,0
Westwood,1994,4,335,0,0,0,4,0
Westwood,1995,4,335,0,0,0,4,0
Westwood,1996,4,335,0,0,0,4,0
Westwood,1997,4,335,0,0,0,4,0
Westwood,1998,4,335,0,0,0,4,0
Westwood,1999,4,335,0,0,0,4,0
Westwood,2000,4,335,0,0,0,4,0
Westwood,2001,4,335,0,0,0,4,0
Westwood,2002,4,335,0,0,0,4,0
Westwood,2003,6,335,0,0,0,6,0
Westwood,2004,6,335,0,0,0,6,0
Westwood,2005,6,335,0,0,0,6,0
Westwood,2006,6,335,0,0,0,6,0
Westwood,2007,6,335,0,0,0,6,0
Westwood,2008,6,335,0,0,0,6,0
Westwood,2009,6,335,0,0,0,6,0
Westwood,2010,6,335,0,0,0,6,0
Westwood,2011,6,335,0,0,0,6,0
Westwood,2012,6,335,0,0,0,6,0
Westwood,2013,6,335,0,0,0,6,0
Westwood,2014,10,335,0,0,0,10,0
Westwood,2015,10,335,0,0,0,10,0
Westwood,2016,34,335,0,0,0,34,0
Westwood,2017,38,335,0,0,0,38,0
Westwood,2018,140,335,0,0,0,140,0
Westwood,2019,140,335,0,0,0,140,0
Westwood,2020,140,335,0,0,0,140,0
Westwood,2021,140,335,0,0,0,140,0
Westwood,2022,140,335,0,0,0,140,0
Westwood,2023,140,335,0,0,0,140,0
Westwood,2024,140,335,0,0,0,140,0
Westwood,2025,140,335,0,0,0,140,0
Weymouth,1985,14182,336,11714,886,1582,0,0
Weymouth,1986,14316,336,11831,903,1582,0,0
Weymouth,1987,14424,336,11934,908,1582,0,0
Weymouth,1988,14495,336,12005,908,1582,0,0
Weymouth,1989,14562,336,12071,909,1582,0,0
Weymouth,1990,14613,336,12120,911,1582,0,0
Weymouth,1991,14679,336,12184,911,1584,0,0
Weymouth,1992,14788,336,12293,911,1584,0,0
Weymouth,1993,14903,336,12408,911,1584,0,0
Weymouth,1994,14956,336,12461,911,1584,0,0
Weymouth,1995,14997,336,12500,911,1586,0,0
Weymouth,1996,15052,336,12552,912,1588,0,0
Weymouth,1997,15124,336,12624,912,1588,0,0
Weymouth,1998,15186,336,12685,913,1588,0,0
Weymouth,1999,15231,336,12717,926,1588,0,0
Weymouth,2000,15262,336,12739,927,1596,0,0
Weymouth,2001,15318,336,12787,935,1596,0,0
Weymouth,2002,15391,336,12818,957,1616,0,0
Weymouth,2003,15427,336,12851,960,1616,0,0
Weymouth,2004,15458,336,12882,960,1616,0,0
Weymouth,2005,15496,336,12911,967,1618,0,0
Weymouth,2006,15518,336,12932,968,1618,0,0
Weymouth,2007,15545,336,12951,976,1618,0,0
Weymouth,2008,15563,336,12969,976,1618,0,0
Weymouth,2009,15587,336,12989,980,1618,0,0
Weymouth,2010,15612,336,13014,980,1618,0,0
Weymouth,2011,15898,336,13054,1226,1618,0,0
Weymouth,2012,15943,336,13095,1230,1618,0,0
Weymouth,2013,16156,336,13177,1361,1618,0,0
Weymouth,2014,16231,336,13204,1406,1621,0,0
Weymouth,2015,16364,336,13225,1514,1625,0,0
Weymouth,2016,16440,336,13294,1521,1625,0,0
Weymouth,2017,16674,336,13381,1668,1625,0,0
Weymouth,2018,16815,336,13420,1768,1627,0,0
Weymouth,2019,16924,336,13436,1861,1627,0,0
Weymouth,2020,17195,336,13452,2114,1629,0,0
Weymouth,2021,17203,336,13455,2119,1629,0,0
Weymouth,2022,17203,336,13455,2119,1629,0,0
Weymouth,2023,17203,336,13455,2119,1629,0,0
Weymouth,2024,17203,336,13455,2119,1629,0,0
Weymouth,2025,17203,336,13455,2119,1629,0,0
Wilmington,1985,5322,342,4723,482,117,0,0
Wilmington,1986,5460,342,4849,494,117,0,0
Wilmington,1987,5574,342,4948,509,117,0,0
Wilmington,1988,5710,342,5062,529,119,0,0
Wilmington,1989,5801,342,5150,532,119,0,0
Wilmington,1990,5909,342,5244,544,121,0,0
Wilmington,1991,6057,342,5391,545,121,0,0
Wilmington,1992,6218,342,5545,550,123,0,0
Wilmington,1993,6351,342,5673,555,123,0,0
Wilmington,1994,6522,342,5840,559,123,0,0
Wilmington,1995,6677,342,5992,562,123,0,0
Wilmington,1996,6825,342,6135,567,123,0,0
Wilmington,1997,6943,342,6251,569,123,0,0
Wilmington,1998,7047,342,6339,585,123,0,0
Wilmington,1999,7155,342,6437,595,123,0,0
Wilmington,2000,7196,342,6470,603,123,0,0
Wilmington,2001,7252,342,6521,608,123,0,0
Wilmington,2002,7308,342,6568,615,125,0,0
Wilmington,2003,7352,342,6612,615,125,0,0
Wilmington,2004,7404,342,6662,617,125,0,0
Wilmington,2005,7489,342,6736,626,127,0,0
Wilmington,2006,7530,342,6776,627,127,0,0
Wilmington,2007,7569,342,6807,635,127,0,0
Wilmington,2008,7596,342,6833,636,127,0,0
Wilmington,2009,7618,342,6852,639,127,0,0
Wilmington,2010,7680,342,6903,650,127,0,0
Wilmington,2011,7725,342,6947,651,127,0,0
Wilmington,2012,7752,342,6972,653,127,0,0
Wilmington,2013,7788,342,7005,656,127,0,0
Wilmington,2014,7843,342,7053,663,127,0,0
Wilmington,2015,7883,342,7085,671,127,0,0
Wilmington,2016,7935,342,7136,672,127,0,0
Wilmington,2017,7981,342,7181,673,127,0,0
Wilmington,2018,8050,342,7250,673,127,0,0
Wilmington,2019,8087,342,7287,673,127,0,0
Wilmington,2020,8123,342,7316,678,129,0,0
Wilmington,2021,8147,342,7338,680,129,0,0
Wilmington,2022,8156,342,7347,680,129,0,0
Wilmington,2023,8156,342,7347,680,129,0,0
Wilmington,2024,8156,342,7347,680,129,0,0
Wilmington,2025,8156,342,7347,680,129,0,0
Winchester,1985,7922,344,4970,1027,658,1267,0
Winchester,1986,7988,344,4987,1034,668,1299,0
Winchester,1987,8034,344,5024,1037,668,1305,0
Winchester,1988,8080,344,5045,1048,668,1319,0
Winchester,1989,8095,344,5058,1050,668,1319,0
Winchester,1990,8231,344,5066,1176,668,1321,0
Winchester,1991,8280,344,5075,1214,668,1323,0
Winchester,1992,8296,344,5090,1215,668,1323,0
Winchester,1993,8315,344,5108,1216,668,1323,0
Winchester,1994,8348,344,5141,1216,668,1323,0
Winchester,1995,8377,344,5164,1222,668,1323,0
Winchester,1996,8389,344,5175,1223,668,1323,0
Winchester,1997,8428,344,5210,1225,670,1323,0
Winchester,1998,8568,344,5347,1226,670,1325,0
Winchester,1999,8603,344,5381,1227,670,1325,0
Winchester,2000,8696,344,5402,1227,672,1395,0
Winchester,2001,8835,344,5533,1227,676,1399,0
Winchester,2002,8871,344,5551,1227,678,1415,0
Winchester,2003,8892,344,5570,1227,680,1415,0
Winchester,2004,8954,344,5595,1242,680,1437,0
Winchester,2005,8998,344,5622,1243,680,1453,0
Winchester,2006,9030,344,5640,1244,682,1464,0
Winchester,2007,9063,344,5659,1244,682,1478,0
Winchester,2008,9111,344,5669,1244,682,1516,0
Winchester,2009,9137,344,5687,1244,682,1524,0
Winchester,2010,9166,344,5710,1244,684,1528,0
Winchester,2011,9193,344,5726,1244,686,1537,0
Winchester,2012,9267,344,5745,1245,686,1591,0
Winchester,2013,9300,344,5774,1245,686,1595,0
Winchester,2014,9342,344,5796,1245,686,1615,0
Winchester,2015,9391,344,5829,1245,686,1631,0
Winchester,2016,9449,344,5871,1245,686,1647,0
Winchester,2017,9481,344,5894,1246,686,1655,0
Winchester,2018,9523,344,5917,1252,686,1668,0
Winchester,2019,9546,344,5934,1254,686,1672,0
Winchester,2020,9566,344,5950,1254,686,1676,0
Winchester,2021,9860,344,5970,1497,688,1705,0
Winchester,2022,9863,344,5972,1498,688,1705,0
Winchester,2023,9863,344,5972,1498,688,1705,0
Winchester,2024,9863,344,5972,1498,688,1705,0
Winchester,2025,9863,344,5972,1498,688,1705,0
Winthrop,1985,740,346,0,0,0,740,0
Winthrop,1986,748,346,0,0,0,748,0
Winthrop,1987,878,346,0,0,0,878,0
Winthrop,1988,878,346,0,0,0,878,0
Winthrop,1989,878,346,0,0,0,878,0
Winthrop,1990,878,346,0,0,0,878,0
