Municipality,Year,TotalUnits,TOWN_ID,Single-Family,Other,Multi-Family,Condo,Mobile Home
Winthrop,1991,878,346,0,0,0,878,0
Winthrop,1992,878,346,0,0,0,878,0
Winthrop,1993,878,346,0,0,0,878,0
Winthrop,1994,878,346,0,0,0,878,0
Winthrop,1995,878,346,0,0,0,878,0
Winthrop,1996,878,346,0,0,0,878,0
Winthrop,1997,878,346,0,0,0,878,0
Winthrop,1998,878,346,0,0,0,878,0
Winthrop,1999,878,346,0,0,0,878,0
Winthrop,2000,878,346,0,0,0,878,0
Winthrop,2001,1271,346,0,0,0,1271,0
Winthrop,2002,1271,346,0,0,0,1271,0
Winthrop,2003,1271,346,0,0,0,1271,0
Winthrop,2004,1271,346,0,0,0,1271,0
Winthrop,2005,1279,346,0,0,0,1279,0
Winthrop,2006,1371,346,0,0,0,1371,0
Winthrop,2007,1371,346,0,0,0,1371,0
Winthrop,2008,1373,346,0,0,0,1373,0
Winthrop,2009,1373,346,0,0,0,1373,0
Winthrop,2010,1373,346,0,0,0,1373,0
Winthrop,2011,1373,346,0,0,0,1373,0
Winthrop,2012,1373,346,0,0,0,1373,0
Winthrop,2013,1373,346,0,0,0,1373,0
Winthrop,2014,1373,346,0,0,0,1373,0
Winthrop,2015,1375,346,0,0,0,1375,0
Winthrop,2016,1375,346,0,0,0,1375,0
Winthrop,2017,1375,346,0,0,0,1375,0
Winthrop,2018,1379,346,0,0,0,1379,0
Winthrop,2019,1379,346,0,0,0,1379,0
Winthrop,2020,1383,346,0,0,0,1383,0
Winthrop,2021,1387,346,0,4,0,1383,0
Winthrop,2022,1387,346,0,4,0,1383,0
Winthrop,2023,1387,346,0,4,0,1383,0
Winthrop,2024,1387,346,0,4,0,1383,0
Winthrop,2025,1387,346,0,4,0,1383,0
Woburn,1985,626,347,4,11,0,611,0
Woburn,1986,631,347,4,12,0,615,0
Woburn,1987,891,347,4,12,0,875,0
Woburn,1988,901,347,4,12,0,885,0
Woburn,1989,1105,347,4,87,0,1014,0
Woburn,1990,1113,347,4,87,0,1022,0
Woburn,1991,1247,347,4,219,0,1024,0
Woburn,1992,1247,347,4,219,0,1024,0
Woburn,1993,1247,347,4,219,0,1024,0
Woburn,1994,1249,347,4,219,0,1026,0
Woburn,1995,1249,347,4,219,0,1026,0
Woburn,1996,1249,347,4,219,0,1026,0
Woburn,1997,1253,347,4,223,0,1026,0
Woburn,1998,1299,347,4,223,0,1072,0
Woburn,1999,1309,347,4,223,0,1082,0
Woburn,2000,1311,347,4,223,0,1084,0
Woburn,2001,1358,347,4,223,0,1131,0
Woburn,2002,1380,347,4,223,0,1153,0
Woburn,2003,1392,347,4,223,0,1165,0
Woburn,2004,1493,347,4,223,0,1266,0
Woburn,2005,1497,347,4,223,0,1270,0
Woburn,2006,1497,347,4,223,0,1270,0
Woburn,2007,1497,347,4,223,0,1270,0
Woburn,2008,1599,347,4,223,0,1372,0
Woburn,2009,1599,347,4,223,0,1372,0
Woburn,2010,1599,347,4,223,0,1372,0
Woburn,2011,1599,347,4,223,0,1372,0
Woburn,2012,1599,347,4,223,0,1372,0
Woburn,2013,1607,347,4,223,0,1380,0
Woburn,2014,1619,347,4,223,0,1392,0
Woburn,2015,1629,347,4,223,0,1402,0
Woburn,2016,1742,347,4,223,0,1515,0
Woburn,2017,1750,347,4,223,0,1523,0
Woburn,2018,1862,347,4,223,0,1635,0
Woburn,2019,1875,347,4,223,0,1648,0
Woburn,2020,1887,347,4,223,0,1660,0
Woburn,2021,1895,347,4,223,0,1668,0
Woburn,2022,1895,347,4,223,0,1668,0
Woburn,2023,1895,347,4,223,0,1668,0
Woburn,2024,1895,347,4,223,0,1668,0
Woburn,2025,1895,347,4,223,0,1668,0
Wrentham,1985,0,350,0,0,0,0,0
Wrentham,1986,0,350,0,0,0,0,0
Wrentham,1987,0,350,0,0,0,0,0
Wrentham,1988,0,350,0,0,0,0,0
Wrentham,1989,0,350,0,0,0,0,0
Wrentham,1990,0,350,0,0,0,0,0
Wrentham,1991,0,350,0,0,0,0,0
Wrentham,1992,0,350,0,0,0,0,0
Wrentham,1993,0,350,0,0,0,0,0
Wrentham,1994,0,350,0,0,0,0,0
Wrentham,1995,0,350,0,0,0,0,0
Wrentham,1996,0,350,0,0,0,0,0
Wrentham,1997,0,350,0,0,0,0,0
Wrentham,1998,0,350,0,0,0,0,0
Wrentham,1999,0,350,0,0,0,0,0
Wrentham,2000,0,350,0,0,0,0,0
Wrentham,2001,0,350,0,0,0,0,0
Wrentham,2002,0,350,0,0,0,0,0
Wrentham,2003,0,350,0,0,0,0,0
Wrentham,2004,0,350,0,0,0,0,0
Wrentham,2005,0,350,0,0,0,0,0
Wrentham,2006,0,350,0,0,0,0,0
Wrentham,2007,0,350,0,0,0,0,0
Wrentham,2008,0,350,0,0,0,0,0
Wrentham,2009,0,350,0,0,0,0,0
Wrentham,2010,0,350,0,0,0,0,0
Wrentham,2011,0,350,0,0,0,0,0
Wrentham,2012,0,350,0,0,0,0,0
Wrentham,2013,0,350,0,0,0,0,0
Wrentham,2014,0,350,0,0,0,0,0
Wrentham,2015,0,350,0,0,0,0,0
Wrentham,2016,0,350,0,0,0,0,0
Wrentham,2017,0,350,0,0,0,0,0
Wrentham,2018,0,350,0,0,0,0,0
Wrentham,2019,0,350,0,0,0,0,0
Wrentham,2020,0,350,0,0,0,0,0
Wrentham,2021,0,350,0,0,0,0,0
Wrentham,2022,0,350,0,0,0,0,0
Wrentham,2023,0,350,0,0,0,0,0
Wrentham,2024,0,350,0,0,0,0,0
Wrentham,2025,0,350,0,0,0,0,0
