fid,city,year_built,units
140193,Boston,1900,3
140194,Boston,1905,2
140196,Boston,1905,2
140197,Boston,1925,1
140198,Boston,1999,5
140199,Boston,1896,2
140200,Boston,1899,5
140201,Boston,1890,5
140202,Boston,1880,2
140203,Boston,1806,1
140204,Boston,2006,8
140205,Boston,1905,3
140206,Boston,1927,3
140208,Boston,1888,3
140209,Boston,1900,1
140210,Boston,1885,1
140211,Boston,1933,1
140213,Boston,1935,1
140214,Boston,1900,2
140215,Boston,1930,11
140216,Boston,2013,5
140218,Boston,1900,2
140219,Boston,1865,1
140220,Boston,1890,3
140221,Boston,1999,2
140222,Boston,1900,1
140223,Boston,1990,3
140224,Boston,1980,1
140225,Boston,1890,3
140226,Boston,1895,3
140227,Boston,1895,3
140228,Boston,1999,9
140229,Boston,1905,20
140230,Boston,1987,1
140231,Boston,1920,7
140233,Boston,1945,1
140234,Boston,1915,1
140236,Boston,1930,4
140237,Boston,1946,1
140238,Boston,1900,3
140239,Boston,1999,5
140240,Boston,1930,3
140241,Boston,1910,1
140242,Boston,1900,1
140243,Boston,1897,1
140244,Boston,1890,3
140245,Boston,1890,3
140246,Boston,1890,3
140247,Boston,1999,21
140248,Boston,1999,13
140250,Boston,1890,3
140251,Boston,2014,3
140252,Boston,1929,2
140254,Boston,1890,2
140255,Boston,1910,1
140256,Boston,2012,1
140257,Boston,2012,1
140258,Boston,1880,1
140259,Boston,1865,1
140260,Boston,1860,1
140261,Boston,1838,1
140262,Boston,2000,1
140265,Boston,1928,2
140266,Boston,1900,1
140267,Boston,1935,1
140268,Boston,1920,2
140271,Boston,1950,1
140273,Boston,2021,9
140274,Boston,1999,5
140275,Boston,1999,7
140276,Boston,1899,17
140277,Boston,1890,2
140278,Boston,1910,11
140279,Boston,2003,6
140280,Boston,2003,1
140281,Boston,1890,1
140284,Boston,1930,2
140285,Boston,1910,2
140286,Boston,1999,5
140287,Boston,1900,3
140288,Boston,1905,1
140289,Boston,1918,3
140290,Boston,1918,5
140291,Boston,1900,1
140292,Boston,1895,3
140293,Boston,1920,2
140295,Boston,1999,7
140297,Boston,1900,3
140298,Boston,1899,1
140299,Boston,1926,5
140300,Boston,1905,3
140301,Boston,1900,3
140302,Boston,1860,2
140303,Boston,1920,1
140304,Boston,1899,1
140305,Boston,2014,7
140306,Boston,2017,3
140308,Boston,1947,1
140309,Boston,1880,1
140312,Boston,1899,5
140313,Boston,1899,6
140314,Boston,1890,1
140319,Boston,1900,3
140320,Boston,1890,5
140321,Boston,1905,1
140322,Boston,1999,5
140323,Boston,1900,1
140324,Boston,1890,1
140325,Boston,1860,2
140326,Boston,1910,6
140327,Boston,1875,1
140328,Boston,1930,1
140329,Boston,1914,1
140332,Boston,1999,5
140333,Boston,1999,5
140334,Boston,1920,4
140335,Boston,1906,1
140336,Boston,1875,1
140337,Boston,1999,10
140340,Boston,1963,1
140341,Boston,1963,1
140342,Boston,1900,1
140343,Boston,1900,17
140344,Boston,1999,26
140345,Boston,1899,5
140346,Boston,1905,3
140347,Boston,1890,3
140348,Boston,1916,5
140349,Boston,1890,3
140351,Boston,1900,15
140352,Boston,1870,5
140353,Boston,1920,4
140358,Boston,1900,6
140359,Boston,1910,1
140361,Boston,1900,3
140362,Boston,1910,1
140363,Boston,2009,1
140364,Boston,1899,1
140366,Boston,1905,5
140367,Boston,1920,3
140368,Boston,2016,5
140369,Boston,1950,1
140371,Boston,1933,1
140373,Boston,1899,1
140374,Boston,1910,2
140375,Boston,1912,1
140377,Boston,1920,1
140378,Boston,1910,2
140380,Boston,1920,1
140382,Boston,1999,7
140384,Boston,1900,5
140385,Boston,1899,7
140386,Boston,1850,1
140388,Boston,1967,1
140389,Boston,1924,1
140391,Boston,1919,6
140392,Boston,1890,2
140396,Boston,1999,7
140397,Boston,1950,1
140399,Boston,1905,5
140401,Boston,1905,3
140402,Boston,1905,3
140403,Boston,1991,2
140404,Boston,2013,5
140405,Boston,1880,3
140406,Boston,1910,1
140407,Boston,1928,1
140408,Boston,2017,11
140409,Boston,1900,3
140411,Boston,1880,2
140412,Boston,1960,1
140413,Boston,1905,2
140414,Boston,2013,1
140417,Boston,1899,5
140418,Boston,2002,3
140419,Boston,1999,15
140420,Boston,1900,4
140421,Boston,2000,1
140423,Boston,1899,11
140424,Boston,2019,2
140425,Boston,1920,63
140426,Boston,1890,6
140427,Boston,1905,18
140428,Boston,1900,1
140429,Boston,2013,3
140430,Boston,1880,3
140431,Boston,1999,16
140432,Boston,1920,8
140433,Boston,1899,2
140434,Boston,1915,1
140435,Boston,1930,2
140436,Boston,1931,1
140438,Boston,1885,2
140439,Boston,1974,1
140440,Boston,1880,1
140441,Boston,1880,5
140442,Boston,1880,5
140443,Boston,1870,3
140445,Boston,1885,2
140446,Boston,1920,5
140447,Boston,2006,8
140448,Boston,1899,6
140449,Boston,1999,7
140451,Boston,1920,1
140452,Boston,2011,1
140453,Boston,2009,1
140454,Boston,2010,1
140455,Boston,1899,1
140456,Boston,1923,1
140459,Boston,1890,1
140460,Boston,1890,1
140462,Boston,2003,5
140464,Boston,1985,1
140465,Boston,2010,1
140466,Boston,2008,2
140467,Boston,1900,2
140470,Boston,1915,5
140471,Boston,1950,1
140472,Boston,1915,5
140473,Boston,1900,2
140474,Boston,1899,6
140475,Boston,1999,7
140476,Boston,1999,9
140477,Boston,1890,1
140478,Boston,1860,2
140479,Boston,1900,4
140480,Boston,1890,5
140481,Boston,1999,11
140482,Boston,1999,14
140483,Boston,1910,3
140484,Boston,1910,1
140485,Boston,1940,1
140486,Boston,1946,1
140487,Boston,1999,51
140488,Boston,2009,1
140489,Boston,1890,1
140490,Boston,2012,17
140492,Boston,1880,1
140493,Boston,1930,1
140494,Boston,1917,3
140495,Boston,1880,1
140496,Boston,1937,2
140497,Boston,1900,1
140498,Boston,1899,9
140499,Boston,1900,5
140501,Boston,1905,3
140502,Boston,1920,2
140503,Boston,1899,7
140504,Boston,1910,9
140505,Boston,1860,1
140507,Boston,1999,5
140508,Boston,1860,3
140509,Boston,1860,1
140510,Boston,1890,3
140511,Boston,1875,1
140512,Boston,2017,5
140514,Boston,1972,1
140515,Boston,1930,5
140517,Boston,1999,7
140518,Boston,1860,1
140519,Boston,1999,11
140520,Boston,1882,1
140521,Boston,1910,4
140522,Boston,2015,1
140523,Boston,1899,5
140525,Boston,1900,1
140526,Boston,1930,1
140527,Boston,1920,1
140529,Boston,1875,1
140530,Boston,1890,1
140531,Boston,1910,4
140532,Boston,1999,7
140533,Boston,2017,5
140534,Boston,1899,1
140536,Boston,1950,2
140537,Boston,1950,2
140538,Boston,1950,2
140539,Boston,1905,3
140540,Boston,1983,1
140541,Boston,1899,6
140542,Boston,1999,5
140543,Boston,2013,3
140544,Boston,1999,7
140545,Boston,1999,7
140547,Boston,1900,2
140548,Boston,1900,3
140549,Boston,1890,3
140553,Boston,2009,1
140554,Boston,1899,1
140557,Boston,2010,1
140558,Boston,1905,2
140559,Boston,1910,1
140560,Boston,1964,1
140561,Boston,1900,3
140562,Boston,1999,7
140563,Boston,1999,9
140564,Boston,1999,5
140565,Boston,1875,1
140566,Boston,1899,5
140567,Boston,1900,5
140568,Boston,1910,2
140571,Boston,1890,1
140574,Boston,1955,1
140575,Boston,1890,7
140576,Boston,2012,1
140578,Boston,2006,3
140580,Boston,1959,1
140581,Boston,1920,3
140582,Boston,1899,1
140584,Boston,1915,3
140585,Boston,1890,3
140586,Boston,1890,3
140587,Boston,1890,2
140588,Boston,1890,3
140589,Boston,1999,5
140590,Boston,1860,1
140591,Boston,1900,5
140593,Boston,1987,1
140595,Boston,1900,5
140596,Boston,1890,2
140597,Boston,1899,1
140598,Boston,2009,9
140599,Boston,1928,3
140600,Boston,1915,3
140601,Boston,1880,1
140602,Boston,2010,1
140603,Boston,1900,3
140604,Boston,1975,1
140605,Boston,1905,2
140606,Boston,2001,1
140609,Boston,1999,623
140610,Boston,1970,1
140616,Boston,1920,2
140617,Boston,1920,1
140618,Boston,1850,3
140619,Boston,1910,3
140623,Boston,1920,1
140624,Boston,1920,2
140625,Boston,1935,3
140626,Boston,1999,75
140627,Boston,1880,2
140628,Boston,1920,4
140629,Boston,1900,2
140631,Boston,2004,1
140632,Boston,1900,2
140633,Boston,1900,2
140635,Boston,1930,11
140636,Boston,1897,5
140637,Boston,2005,218
140638,Boston,2000,1
140641,Boston,1930,2
140642,Boston,1849,1
140643,Boston,1880,5
140644,Boston,1999,5
140645,Boston,1925,1
140646,Boston,1999,5
140647,Boston,1955,1
140650,Boston,1912,2
140651,Boston,1899,5
140652,Boston,1950,1
140653,Boston,1900,3
140654,Boston,1890,1
140655,Boston,1875,2
140656,Boston,1875,2
140657,Boston,1900,2
140658,Boston,2004,1
140659,Boston,1928,1
140661,Boston,1899,5
140662,Boston,1899,9
140663,Boston,1868,1
140664,Boston,1865,1
140665,Boston,1999,5
140666,Boston,1899,1
140667,Boston,1910,9
140668,Boston,1903,1
140670,Boston,1999,7
140672,Boston,1910,2
140673,Boston,1899,5
140675,Boston,1960,1
140676,Boston,1920,1
140677,Boston,1900,2
140678,Boston,1949,2
140679,Boston,1905,5
140680,Boston,1950,1
140681,Boston,1949,2
140683,Boston,1885,2
140684,Boston,1929,2
140685,Boston,1900,3
140686,Boston,1920,1
140688,Boston,1900,1
140689,Boston,1890,3
140690,Boston,1925,2
140691,Boston,1890,3
140692,Boston,1997,1
140695,Boston,1899,1
140696,Boston,1899,8
140697,Boston,1910,3
140698,Boston,1870,1
140699,Boston,1890,1
140700,Boston,1899,2
140701,Boston,1999,7
140702,Boston,1890,1
140703,Boston,1999,7
140704,Boston,1899,6
140705,Boston,2007,3
140706,Boston,1999,89
140709,Boston,2008,11
140710,Boston,1999,5
140711,Boston,1950,1
140712,Boston,2011,1
140713,Boston,1900,1
140714,Boston,1955,1
140717,Boston,1962,1
140718,Boston,1865,1
140719,Boston,1850,1
140720,Boston,1905,5
140721,Boston,2010,3
140722,Boston,2010,3
140723,Boston,2014,4
140724,Boston,1987,1
140725,Boston,2009,1
140726,Boston,1981,5
140727,Boston,1999,5
140729,Boston,2011,290
140730,Boston,2007,244
140732,Boston,2013,321
140733,Boston,1984,1
140734,Boston,1900,1
140735,Boston,1900,1
140736,Boston,1999,5
140738,Boston,1905,3
140739,Boston,1920,3
140741,Boston,1935,3
140742,Boston,1900,2
140744,Boston,2007,1
140745,Boston,1999,7
140746,Boston,1899,7
140747,Boston,1925,2
140748,Boston,1890,3
140749,Boston,1890,3
140750,Boston,1999,5
140751,Boston,1999,8
140752,Boston,1869,3
140754,Boston,1860,1
140756,Boston,1999,13
140757,Boston,1999,7
140758,Boston,1899,1
140759,Boston,1999,11
140760,Boston,1999,5
140761,Boston,2013,4
140762,Boston,1955,1
140763,Boston,1956,1
140764,Boston,1910,2
140765,Boston,1900,1
140766,Boston,1961,1
140767,Boston,2012,1
140768,Boston,2015,1
140769,Boston,1910,5
140770,Boston,1899,3
140772,Boston,1890,1
140773,Boston,1892,1
140777,Boston,1899,1
140778,Boston,2016,1
140779,Boston,1890,2
140780,Boston,1895,2
140781,Boston,1890,2
140782,Boston,1905,2
140783,Boston,1905,3
140784,Boston,1925,3
140786,Boston,1999,9
140787,Boston,1999,7
140789,Boston,1906,1
140790,Boston,1915,1
140791,Boston,1915,2
140792,Boston,1950,1
140793,Boston,1899,1
140795,Boston,2010,1
140796,Boston,1945,2
140797,Boston,1953,1
140802,Boston,2015,1
140803,Boston,1900,2
140804,Boston,1999,5
140805,Boston,1910,3
140806,Boston,1935,1
140807,Boston,1933,1
140808,Boston,1903,1
140809,Boston,1925,2
140810,Boston,2003,1
140811,Boston,1980,1
140813,Boston,1920,1
140814,Boston,1890,2
140815,Boston,1920,14
140816,Boston,1940,3
140818,Boston,1885,2
140819,Boston,2012,1
140821,Boston,1910,3
140822,Boston,2013,11
140826,Boston,1880,3
140827,Boston,1880,1
140828,Boston,1950,2
140829,Boston,1900,3
140830,Boston,2013,5
140831,Boston,1890,2
140832,Boston,1910,4
140833,Boston,1910,2
140834,Boston,1920,4
140836,Boston,1875,5
140837,Boston,1860,3
140838,Boston,1899,6
140839,Boston,1895,1
140840,Boston,1865,3
140841,Boston,1905,3
140842,Boston,1890,3
140843,Boston,2012,2
140844,Boston,1999,5
140845,Boston,1902,1
140846,Boston,1999,13
140847,Boston,1900,1
140848,Boston,1937,1
140849,Boston,1899,1
140851,Boston,2012,1
140852,Boston,1920,1
140853,Boston,1920,1
140854,Boston,1910,1
140856,Boston,2000,1
140858,Boston,2011,1
140860,Boston,1905,3
140861,Boston,1900,2
140862,Boston,1996,1
140863,Boston,1905,3
140864,Boston,1920,2
140865,Boston,2007,3
140866,Boston,1905,3
140867,Boston,1899,11
140869,Boston,1899,7
140870,Boston,1899,6
140871,Boston,1895,3
140872,Boston,1880,5
140874,Boston,2018,1
140876,Boston,1910,33
140877,Boston,2007,2
140878,Boston,1930,1
140879,Boston,2002,3
140881,Boston,2020,2
140882,Boston,1860,2
140883,Boston,1999,44
140884,Boston,1880,2
140885,Boston,1880,1
140886,Boston,2013,11
140887,Boston,1905,3
140888,Boston,2000,1
140889,Boston,1899,6
140890,Boston,1890,1
140891,Boston,1855,1
140892,Boston,1860,1
140893,Boston,1920,1
140894,Boston,1890,3
140895,Boston,1899,8
140896,Boston,1999,3
140897,Boston,1899,9
140898,Boston,1870,1
140899,Boston,1920,9
140900,Boston,1999,21
140901,Boston,1971,42
140904,Boston,1920,1
140905,Boston,1905,7
140907,Boston,1999,7
140908,Boston,1890,1
140909,Boston,1890,5
140910,Boston,1875,3
140911,Boston,1890,1
140912,Boston,1900,5
140913,Boston,1899,9
140914,Boston,1999,5
140915,Boston,1870,3
140916,Boston,1900,7
140917,Boston,1890,3
140918,Boston,1899,5
140919,Boston,1900,2
140920,Boston,1890,1
140921,Boston,1999,5
140922,Boston,2015,1
140923,Boston,1952,1
140924,Boston,1912,1
140925,Boston,1912,2
140927,Boston,1925,1
140928,Boston,2017,1
140930,Boston,1998,1
140931,Boston,1885,1
140933,Boston,1920,2
140934,Boston,1899,3
140935,Boston,1960,1
140936,Boston,1965,26
140937,Boston,1899,3
140938,Boston,2011,1
140939,Boston,1925,1
140940,Boston,1850,1
140941,Boston,2006,3
140942,Boston,2019,1
140943,Boston,2011,1
140944,Boston,1940,1
140945,Boston,1900,2
140948,Boston,1900,1
140949,Boston,2009,1
140950,Boston,1987,1
140951,Boston,1905,3
140952,Boston,1989,1
140954,Boston,1910,1
140956,Boston,1973,1
140957,Boston,1946,1
140958,Boston,2010,1
140959,Boston,1922,1
140960,Boston,1912,5
140961,Boston,1911,1
140962,Boston,1910,1
140964,Boston,1875,4
140965,Boston,1981,1
140968,Boston,2002,1
140971,Boston,1915,1
140973,Boston,1880,1
140975,Boston,1929,1
140976,Boston,1929,1
140977,Boston,1950,1
140978,Boston,1949,1
140979,Boston,1910,4
140980,Boston,1920,52
140981,Boston,1920,8
140982,Boston,1905,3
140983,Boston,1870,3
140984,Boston,1905,5
140985,Boston,1900,2
140986,Boston,1850,2
140987,Boston,1999,5
140988,Boston,1900,1
140989,Boston,1890,2
140991,Boston,2013,5
140992,Boston,1998,1
140993,Boston,1905,1
140994,Boston,1920,1
140995,Boston,1900,1
140996,Boston,2019,1
140997,Boston,2004,14
140999,Boston,1905,3
141000,Boston,1931,1
141001,Boston,1940,1
141002,Boston,1905,3
141003,Boston,1890,2
141004,Boston,1900,2
141005,Boston,1905,3
141006,Boston,1890,1
141007,Boston,1899,13
141008,Boston,1899,3
141009,Boston,2006,8
141012,Boston,2005,1
141013,Boston,1900,1
141014,Boston,2001,15
141015,Boston,2002,3
141016,Boston,1905,5
141017,Boston,2004,3
141021,Boston,1890,2
141022,Boston,1900,2
141023,Boston,1900,3
141025,Boston,1890,2
141026,Boston,1890,1
141027,Boston,1890,1
141028,Boston,1900,3
141029,Boston,1899,5
141030,Boston,1999,5
141031,Boston,1890,1
141032,Boston,1930,1
141033,Boston,1999,9
141034,Boston,1920,2
141035,Boston,1907,1
141036,Boston,1950,1
141037,Boston,1920,1
141039,Boston,1920,1
141040,Boston,1972,5
141041,Boston,1900,2
141042,Boston,2006,1
141045,Boston,1905,3
141046,Boston,2017,3
141047,Boston,1960,1
141048,Boston,1965,1
141050,Boston,1969,1
141052,Boston,1900,6
141054,Boston,1830,1
141055,Boston,1880,1
141056,Boston,1989,1
141057,Boston,1899,1
141058,Boston,1900,1
141060,Boston,1900,1
141062,Boston,1969,1
141064,Boston,1999,9
141065,Boston,1976,6
141066,Boston,1899,6
141067,Boston,1959,1
141069,Boston,1899,6
141070,Boston,1915,2
141071,Boston,1967,1
141072,Boston,1949,2
141075,Boston,1925,2
141078,Boston,2006,1
141081,Boston,1987,1
141082,Boston,1905,3
141083,Boston,2018,3
141084,Boston,1890,3
141085,Boston,1910,2
141086,Boston,1910,3
141087,Boston,1910,2
141088,Boston,1950,1
141089,Boston,2012,1
141090,Boston,2013,3
141091,Boston,1905,3
141093,Boston,1910,2
141095,Boston,2013,6
141096,Boston,1875,5
141097,Boston,1920,1
141100,Boston,2012,1
141101,Boston,2012,1
141102,Boston,1905,1
141103,Boston,1965,2
141104,Boston,1925,1
141106,Boston,1910,1
141107,Boston,1910,1
141109,Boston,1994,1
141110,Boston,2014,1
141111,Boston,1899,5
141113,Boston,2004,6
141115,Boston,1935,2
141116,Boston,1875,2
141117,Boston,1910,5
141118,Boston,1905,24
141119,Boston,1900,8
141121,Boston,1885,2
141122,Boston,1915,2
141123,Boston,1920,3
141124,Boston,1924,3
141125,Boston,1920,1
141126,Boston,1920,3
141127,Boston,1900,1
141128,Boston,2013,5
141129,Boston,1885,3
141130,Boston,1860,1
141131,Boston,1890,2
141132,Boston,1905,3
141133,Boston,2006,11
141135,Boston,1900,3
141136,Boston,2013,11
141137,Boston,1910,5
141138,Boston,1900,2
141139,Boston,1905,3
141140,Boston,1905,5
141142,Boston,1900,1
141143,Boston,1900,1
141144,Boston,1905,3
141145,Boston,1890,1
141147,Boston,1905,3
141148,Boston,1860,3
141149,Boston,2004,3
141150,Boston,2001,5
141151,Boston,1915,3
141152,Boston,1928,1
141153,Boston,1900,3
141154,Boston,1920,2
141155,Boston,1890,3
141156,Boston,1920,5
141157,Boston,1920,5
141158,Boston,2014,1
141159,Boston,1989,1
141160,Boston,1915,1
141161,Boston,1915,1
141162,Boston,1925,3
141163,Boston,2021,1
141165,Boston,1999,11
141166,Boston,1999,13
141167,Boston,2019,43
141168,Boston,2016,1
141169,Boston,1965,174
141170,Boston,1900,3
141171,Boston,2001,1
141174,Boston,1890,1
141175,Boston,2000,1
141176,Boston,1890,1
141178,Boston,1860,1
141181,Boston,1999,11
141182,Boston,1899,7
141183,Boston,1905,3
141184,Boston,1890,1
141185,Boston,2001,40
141187,Boston,2003,1
141188,Boston,1890,1
141189,Boston,1899,3
141190,Boston,2017,3
141192,Boston,1905,1
141195,Boston,1920,1
141196,Boston,1951,1
141198,Boston,1922,1
141199,Boston,1920,1
141200,Boston,1899,3
141201,Boston,1900,1
141202,Boston,1900,3
141203,Boston,1900,3
141206,Boston,1920,1
141208,Boston,2004,3
141209,Boston,1989,1
141211,Boston,1899,1
141212,Boston,1999,17
141213,Boston,1885,1
141214,Boston,1885,1
141215,Boston,1900,2
141216,Boston,1910,1
141217,Boston,1999,9
141220,Boston,1900,5
141221,Boston,1860,1
141222,Boston,1920,1
141223,Boston,1900,1
141224,Boston,1920,4
141225,Boston,1900,3
141226,Boston,1899,1
141227,Boston,1890,3
141228,Boston,1899,7
141229,Boston,1920,1
141231,Boston,2017,1
141233,Boston,2021,1
141234,Boston,1900,3
141235,Boston,1989,1
141236,Boston,1900,3
141237,Boston,1910,1
141238,Boston,1905,3
141239,Boston,1915,3
141240,Boston,1895,1
141242,Boston,1875,1
141243,Boston,1870,3
141244,Boston,1899,3
141248,Boston,1920,6
141249,Boston,1899,1
141250,Boston,1890,1
141254,Boston,1995,1
141255,Boston,1920,18
141256,Boston,1999,7
141257,Boston,1930,2
141259,Boston,2017,5
141260,Boston,1860,3
141261,Boston,1986,1
141264,Boston,1920,2
141265,Boston,1975,1
141267,Boston,1900,2
141268,Boston,1910,1
141269,Boston,2008,1
141271,Boston,2012,1
141272,Boston,1900,1
141273,Boston,2011,17
141274,Boston,1989,3
141275,Boston,1930,1
141278,Boston,1899,6
141279,Boston,1910,3
141280,Boston,1925,1
141281,Boston,1895,2
141282,Boston,1900,5
141283,Boston,1890,1
141284,Boston,1920,1
141286,Boston,2010,1
141288,Boston,1910,3
141289,Boston,1930,33
141290,Boston,2011,4
141291,Boston,1890,1
141292,Boston,1985,1
141293,Boston,1920,2
141296,Boston,1900,4
141297,Boston,1890,5
141298,Boston,1899,5
141299,Boston,1885,1
141300,Boston,2005,3
141301,Boston,1885,3
